nombre,categoria,departamento,municipio,telefono,enlace,enlace_canonico,fuente,anio,atractivo,codigo,colegio,constitucionbien,descripcioncompleta,descripción,direccion,estadoconservacion,indicador,link,mes,pais_origen,prestador,registro_nacional_de_turismo,representatividad,responsable,ubicación,valor,vereda
Plaza de Toros La Monumental de Aipe,,Huila,Aipe,0,,,huila_travel,,,41016.1.1.1.4.5.2.5093,,,En el año 1990 por medio de la alcaldía municipal fue construida la Plaza de Toros La Monumental. Su forma referencia a la usanza de las plazas de toros de origen español en forma circular con un ruedo en arena para el espectáculo una barrera perimetral en tablas un callejón y la gradería con un aforo de 7.000 personas. En la actualidad es usada como coliseo de ferias y eventos y hace parte de la plaza de ferias municipal. Cuenta con 50 pesebreras. 0,(1176 reviews),Calle 4 con carrera 10,18%,,https://huila.travel/inventario/198,,,,,20%,SYTIC,"Aipe, Calle 4 con carrera 10.",,Aipe
PNR ECORREGION LA TATACOA,,Huila,Villavieja,0,,,huila_travel,,,2.10.2,,,"Ecorregión Estratégica de Zonas Áridas del Alto Magdalena, declarada como Parque Natural Regional en el año 2008, como Área de Manejo Integrado, el área declarada es de 330.000 hectáreas, que conforman un conjunto de ecosistemas y paisajes diversos, por factores geológicos, lumínicos e hídricos, en una zona de vida de bosque muy seco tropical o sub xerofítico. Presenta paisajes rojizos, grises y de rocas volcánicas y yacimiento fosilíferos y paleontológicos. Se llega por la vía que del Casco Urbano de Villavieja Conduce Al Observatorio Astronómico. Villavieja está Ubicada a 37 Km de la ciudad de Neiva, por una carretera pavimentada",(1176 reviews),LAS MERCEDES NEIVA,,,https://huila.travel/inventario/68,,,,,,SITYC Huila,"Villavieja, LAS MERCEDES NEIVA.",,ECORREGION TATACOA JURIDICCION
Poblado Colonial de La Jagua,,Huila,Garzón,0,,,huila_travel,,,41298.1.1.2.1.1.1.5356,,,Centro poblado de estilo colonial fundado según notas históricas hacia 1540 en un pueblo de indígenas en la confluencia del Río Suaza y el Magdalena. Conserva aún viviendas originales construidas en tapia pisada o bahareque con techos en teja de barro pisos en ladrillos cocidos vigas columnas y cielo raso en armé de madera a la vista y puertas y ventanas en madera algunas de las construcciones nuevas y restauraciones se han hecho en el estilo arquitectónico original. Saliendo desde el parque principal se debe tomar la vía que conduce a San Agustín por 7.8 kilómetros hasta encontrar el Poblado de la Jugua.,(1176 reviews),0,17%,,https://huila.travel/inventario/248,,,,,22%,SYTIC,"Garzón, 0.",,GARZON
Producción cafetera de Garzón,,Huila,Garzón,0,,,huila_travel,,,41298.1.1.4.2.1.1.5351,,,La producción de café en la zona conocida como anillo cafetero donde se involucran fincas cafeteras del municipio de Garzón ofrecen experiencias de agroturismo que invitan a conocer todo el proceso de la producción desde la semilla hasta que el café es beneficiado secado y está listo para su consumo se disfruta de la gastronomía típica de las zonas campesinas y si se quiere profundizar un poco más en el tema se puede visitar la planta de producción de cafés especiales de la cooperativa Coocentral para conocer el proceso de la compra trillado y tostado se puede visitar el Parque Industrial del Café un planta de secado trilla y selección así mismo participar de la cata de cafés de muy alta calidad en tiendas locales con muchísimo encanto dirigidas por un experto barista. La fundación Laughing Man del Actor Hugh Jackman cuenta con un programa para el desarrollo y crecimiento de los caficultores de países en desarrollo esta adquiere el café de la Cooperativa Central de Caficultores del Huila (Coocentral) para vender en diferentes lugares del mundo. 0,(1176 reviews),Cl. 2 Garzón Huila,20%,,https://huila.travel/inventario/245,,,,,24%,SYTIC,"Garzón, Cl. 2 Garzón Huila.",,GARZON
Productos Alimenticios de Leche de Cabra,,Huila,Villavieja,0,,,huila_travel,,,1.7.2.9,,,"Productos alimenticios obtenidos de la leche de cabra, quesos, cocadas, panelitas, arequipe, yogures, cortado y otros dulces, resultado de un proceso artesanal de la leche de cabra, se producen también algunos productos de salud y bienestar, de la grasa de cabritos y corderos. El pastoreo y el ordeño de cabras a sido una actividad tradicional en el Desierto de La Tatacoa, desde tiempos pasados, pues por el tipo de vegetación es el ganado que se adapta mejor al territorio. La leche tiene muchas propiedades alimenticias y de salud, por el forraje disponible, que consiste en hojas de plantas espinosas y sus frutos y semillas. 0",(1176 reviews),0,,,https://huila.travel/inventario/181,,,,,,SYTIC,"Villavieja, 0.",,Vereda Palmira
Puente de Golondrinas,,Huila,Villavieja,3112620000,,,huila_travel,,,1.1.5,,,"Antiguo puente de el ferrocarril habilitado hoy para el transito de vehículos automotores, tiene un largo de 125 metros y una estructura metálica seguramente desarmable, y por haber sido ubicado en un estrecho del rio magdalena entre dos colinas rocosas, tiene asociado a su infraestructura, dos túneles de acceso o salida según el sentido del tránsito, que se constituyen en una parte relevante del conjunto arquitectónico patrimonial, pues fueron construidos al inicio del siglo XX y entregado al servicio así como el puente en el año 1929, para la llegada del tren al Huila. El puente sirve como paso del departamento del Huila al del Tolima y los túneles tiene 200 Ms el del Huila y 240 Ms el del Tolima. Adicional a la obra de infraestructura el paisaje del rio en medio del bosque seco Tropical es muy interesante, Ubicado a 30 Km del casco urbano del municipio de Villavieja, por una vía en afirmado en buen estado, que conduce al municipio de Natagaima.",(1176 reviews),Sitio Golondrinas,21%,,https://huila.travel/inventario/179,,,,,22%,SYTIC,"Villavieja, Sitio Golondrinas.",,Golondrinas
QUEBRADA LA HONDA SITIO EL SANTUARIO,,Huila,Rivera,0,,,huila_travel,,,2.5.4,,,"Sendero Ecoturistico con un alto grado de dificultad; el primer tramo se hace por explotaciones agropecuarias donde se pueden apreciar los cultivos, el ganado los cercos de piedra los jardines de las casas campesinas y luego se sigue aguas arriba por la quebrada la Honda por una serie de cascadas con un alto grado de dificultad, por la pendiente y el caudal del agua, lo cual hace necesario el acompañamiento de guías especializados y de equipos de cuerdas. Del municipio de Rivera, localizado a 22 Km de la ciudad de Neiva, se toma el anillo Turístico al sur por tres Km, donde se toma la vía de la vereda el guadual 1.5 km hasta la vereda la Honda",(1176 reviews),,,,https://huila.travel/inventario/135,,,,,,SITYC Huila,"Rivera, NA.",,VEREDA LA HONDA
"QUEBRADA LA MEDINA, SENDERO LA BOCANA",,Huila,Rivera,0,,,huila_travel,,,2.5.4,,,"Sendero que inicia en el centro poblado de el Corregimiento de la Ulloa, donde en el primer tramo se pueden observar, la arquitectura campesina, y las explotaciones agropecuarias, para tomar luego la quebrada la Medina aguas arriba pasando por piscinas naturales, cascadas y fuentes de agua que brotan en los peñascos a los lados de la quebrada Hay mucha diversidad Biológica. Nacimientos de agua azufrada que caen a la quebrada aclaran el agua mejorando la percepción Visual y la dificultad del sendero lo hace muy emocionante. Del municipio de Rivera, localizado a 22 Km de la ciudad de Neiva, se toma el anillo Turístico al sur por 7 Km hasta el centro poblado de la Ulloa, y de allí 800 mts por el carreteable que conduce a la vereda Buena Vista donde encontrará un cruce a la izquierda, que es el inicio del sendero.",(1176 reviews),,,,https://huila.travel/inventario/125,,,,,,SITYC Huila,"Rivera, NA.",,LA ULLOA
Quebrada La Motilona,,Huila,Paicol,0,,,huila_travel,,,41518.2.5.4.1.1.1.6074,,,La Quebrada la Motilona se destaca por la riqueza hídrica y corrientes de agua limpias que a lo largo de su recorrido se alimenta de varios afluentes aumentando su caudal de manera considerable y formando variedad de paisajes debido a las características geomorfológicas de la zona las cuales facilitan que se formen cascadas moyas y cuevas. Tiene aproximadamente un recorrido de 8 kilómetros desde sus principales nacederos. Nace en la vereda La Cumbre y su cuenca está protegida por una regeneración natural del bosque seco tropical presentando diversidad de flora y fauna destacándose especies de aves como la guacharaca colombiana la mirla tángaras atrapamoscas y loros. 0,(1176 reviews),0,,,https://huila.travel/inventario/301,,,,,,SYTIC,"Paicol, 0.",,paicol
Quebrada La Venta,,Huila,Paicol,0,,,huila_travel,,,41518.2.5.4.1.1.1.7747,,,Quebrada con 4 metros de ancho aproximadamente en gran parte de su recorrido su característica más especial es que sus aguas fluyen entre peñas que forman un cañón adornado con rocas y caídas que forman lagunas sobre este sitio se encuentra un puente antiguo construido en concreto con un arco además se puede apreciar una vegetación compuesta por especies arbóreas de la familia fabaceae aves como Cacicus cela Molothrus oryzivorus y Thamnophilus multristriatus. Desde el Parque Principal del municipio de Paicol se toma la vía que conduce a La Plata por 2.4 kilómetros allí se encuentra el puente sobre la quebrada.,(1176 reviews),0,,,https://huila.travel/inventario/207,,,,,,SYTIC,"Paicol, 0.",,paicol
Quebrada Las Delicias,,Huila,Paicol,0,,,huila_travel,,,41518.2.5.4.1.1.1.6072,,,Paisaje de formaciones pétreas y de lajas donde se puede observar en panorámica los valles de Paicol. La quebrada nace en el Cerro de la Buitrera a 1400 MSNM y recorre cerca de 6 kilómetros hasta desembocar en la Quebrada la Avería que a su vez desemboca en el Río Páez. La quebrada cuenta con una sucesión de cascadas charcos y chorros que al deslizarse por rocas forman pequeñas cascadas y pozos utilizados como piscinas naturales rodeado de un bosque seco tropical que protege la cuenca. La Quebrada Las Delicias durante el recorrido cuenta con sitios que llevan distintos nombres según la historia como el Chorro de las Mujeres el Chorro de los Hombres el Charco de la Ahogada. Según la historia la quebrada se tenía como zona pública para tomar el agua de lo que fue el primer acueducto del municipio. Desde la esquina del Parque Principal se toma la calle 5 por tres cuadras hacia el sur allí se cruza a la derecha en la carrera 3 por una cuadra y luego una cuadra a la izquierda allí inicia un sendero de aproximadamente 300 metros por la orilla de la Quebrada Las Delicias hasta una superficie rocosa donde se forman caídas de agua y pozos naturales.,(1176 reviews),0,,,https://huila.travel/inventario/202,,,,,,SYTIC,"Paicol, 0.",,Paicol
QUEBRADA LAS LAJAS,,Huila,Villavieja,0,,,huila_travel,,,2.5.4,,,"Sendero Interpretativo aguas abajo por la Quebrada Las Lajas, en donde se conjugan los paisajes secos a las orillas de la quebrada y la vegetación y charcos en el cauce donde se encuentran diversidad de especies de fauna silvestre, en el día principalmente aves (en horas de mañana o al caer la tarde) y en la noche gran cantidad de mamíferos que salen en busca de alimento y agua. Se destacan las chilacoa, el garrapatero, el guaraguao, garzas de diferentes tamaños y colores, pollas de agua, venados, guaguas, armadillos, conejos. Ideal para la realización de safaris fotográficos de manera sostenible para el cuidado el entorno natural. A 300 metros del Observatorio Astronómico por la vía a los Hoyos, se toma un camino a la derecha hasta encontrar el lecho de la Quebrada las Lajas a 3 km. Villavieja está Ubicada a 37 Km de la ciudad de Neiva, por una carretera pavimentada.",(1176 reviews),,,,https://huila.travel/inventario/121,,,,,,SITYC Huila,"Villavieja, NA.",,VEREDA EL CUZCO Y SAN RAFAEL
Quebrada Santa Inés,,Huila,Paicol,0,,,huila_travel,,,41518.2.5.1.1.1.1.7748,,,Cascada y pozo natural sobre la Quebrada Santa Inés en inmediaciones de la Caja de Agua al entrar a la caverna la quebrada se bifurca y algunos metros abajo de la cueva se vuelven a encontrar los cauces tras descender por barrancos rocosos formando unas cascadas y piscinas naturales en la parte inferior. La cañada está cubierta por un túnel de bosque seco tropical con diversidad biológica de esa zona de vida destacándose algunos árboles achaparrados y las aves entre las que se encuentra la Guacharaca Colombian y el Perico Frentirrojo o catarnica. Desde el Parque Principal del Municipio de Paicol se toma una ruta que conduce a la vereda Santa Inés por 3 kilómetros y allí se encuentra una batea sobre la quebrada Santa Inés se toma un sendero aguas abajo por la margen izquierda y se encuentra la cascada.,(1176 reviews),0,,,https://huila.travel/inventario/208,,,,,,SYTIC,"Paicol, 0.",,paicol
QUEBRADA Y CASCADA EL CANEY,,Huila,Pitalito,0,,,huila_travel,,,2.5.1,,,"Cascada de cerca de 40 mts en la quebrada El Caney, por su fácil acceso su pendiente y conformación rocosa se presta para el desarrollo de actividades de Deporte Aventura con Cuerdas. Ubicada en la Vereda El Porvenir a 4 Km del Centro Poblado de Bruselas, población localizada a 12 Km de Pitalito por la vía que conduce a Mocoa. El municipio de Pitalito esta ubicado a 189 km de la ciudad de Neiva.",(1176 reviews),,,,https://huila.travel/inventario/145,,,,,,SITYC Huila,"Pitalito, NA.",,VEREDA LA HACIENDA
QUESILLO YAGUAREÑO,,Huila,Yaguará,0,,,huila_travel,,,1.6.2,,,"Producto derivado de la leche que mediante el proceso de cuajado se dispone en pailas donde se calienta y se produce un queso chicludo de textura suave y se envuelve tradicionalmente en hojas de plátano, Se produce en forma artesanal y se pueden visitar las fabrica para conocer el proceso. Yaguará, población localizada a 49 km de la ciudad de Neiva.",(1176 reviews),,,,https://huila.travel/inventario/30,,,,,,SITYC Huila,"Yaguará, NA.",,
Quesillo Yaguareño,,Huila,Yaguará,0,,,huila_travel,,,41885.1.3.2.1.1.1.5212,,,El quesillo de Yaguará es un producto natural y artesanal perteneciente a la categoría de quesos hilados que se caracterizan por la forma de elaboración amasando el cuajo que se debe calentar una vez este compacto. Cuando ya esté caliente se debe batir con un remo de madera para darle consistencia antes de enfriarse. Posteriormente se vacía en diferentes moldes de libra kilo y porciones utilizando las manos y una cuchara de palo. Se empacan en hojas de plátano o platanillo. Este proceso es un conocimiento que se ha heredado de generación en generación para preservar el alimento insignia donde sus primeros registros datan en los años 1819. Es un producto que se encuentra en puntos de venta en tiendas y restaurantes del Huila.,(1176 reviews),0,,,https://huila.travel/inventario/232,,,,,,SYTIC,"Yaguará, 0.",,yaguara
