Departamento,Municipio,Nombre,Link,Vereda,Direccion,Codigo,Responsable,Telefono,EstadoConservacion,ConstitucionBien,Representatividad,Ubicación,Descripción,DescripcionCompleta
Huila,La Argentina,El LAVAPATAS,https://huila.travel/inventario/87,VEREDA BETANIA,,2.5.4,SITYC Huila,0,,,,"La Argentina, NA.",(1176 reviews),"Conjunto de Moyas y canales sobre un lecho rocoso en un tramo de la Quebrada Santa Helena, el agua produce sonidos melodiosos dependiendo del caudal del agua o su direccionamiento por los canales, y el ambiente es de paz y tranquilidad en medio de un bosque secundario en la zona de protección de la cuenca. Cuenta con senderos y miradores diseñados para su recorrido y con una interpretación cultural y ambiental que integra elementos de la tradición oral que dicen que el sitio fue labrado por los antiguos pobladores y usado como sitio de rituales chamánicos. Toma su nombre de la Fuente del Lavapatas en San Agustín. Ubicado a 4.5 km del casco urbano en la vereda Betania. Al llegar a la finca barranquilla se toma un desvío a mano derecha por 500 Mts. El municipio de La Argentina esta ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego."
Huila,Yaguará,EL MALECON DE YAGUARA,https://huila.travel/inventario/118,YAGUARA,ESTE DEL CASCO URBANO DE YAGUA,1.1.5,SITYC Huila,0,16%,,24%,"Yaguará, ESTE DEL CASCO URBANO DE YAGUA.",(1176 reviews),"Parque lineal sobre la rivera de la Represa de Betania construido para un mejor aprovechamiento del espacio público. Cuenta con servicios instalados, tales como el puerto, senderos peatonales y ciclísticos, áreas para prácticas deportivas, zona de camping, parque de los niños y áreas comunes para reuniones y/o descanso. Localizada en el sector nororiental del casco urbano de Yaguará, población localizada a 49 km de la ciudad de Neiva"
Huila,Neiva,EL MALECÓN DEL RÍO MAGDALENA,https://huila.travel/inventario/97,CASCO URBANO DE LA CIUDAD DE N,SOBRE LA MARGEN DEL RÍO: Pu,1.2.2,SITYC Huila,8711620,16%,,22%,"Neiva, SOBRE LA MARGEN DEL RÍO: Pu.",(1176 reviews),"El malecón corresponde a la zona de parque turístico de espacio público que brinda la ciudad, su infraestructura cuenta con senderos para el disfrute de la brisa del río Magdalena en la cálida Capital del Huila. De igual forma ofrece la oportunidad de recreación a niños, jóvenes y adultos. Parques recreativos, restaurantes (de comida nacional e internacional), plazoleta de comidas y viandas regionales, bares, miradores, monumentos, tiendas artesanales, servicio de paseo en lancha, muro de escalar, plazoleta para la compra de pescado fresco que se encuentran en acuarios, museo prehistórico (esculturas) entre otras actividades en desarrollo como el deporte y aventura. El río presenta diferentes brazos debido a la formación de islas en las cuales se refugia interesante fauna, la cual es posible admirar durante las caminatas que se realicen por su extenso corredor Sobre la Avenida Circunvalar de Neiva. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Neiva,EL MOHÁN,https://huila.travel/inventario/161,CASCO URBANO DE LA CIUDAD DE N,AVENIDA CIRCUNVALAR - CALLE 10,1.5.2.6,SITYC Huila,8765020,9%,,14%,"Neiva, AVENIDA CIRCUNVALAR - CALLE 10.",(1176 reviews),"Torre que sirve como mirador de la ciudad de Neiva, y como punto de partida para un teleférico que comunica el casco urbano de la ciudad de Neiva con el denominado Parque Isla. La infraestructura presenta una gran figura del Mohán de dos caras sentado a orillas del río Magdalena; personaje mitológico del rio. Los elementos de la torre metálica se ven en mal estado, a la fecha en su mayoría oxidados, presenta en cierta medida descuido en cuanto basuras y el teleférico no funciona como fue concebido en el proyecto original. La escultura es una obra del maestro Emiro Garzón, construida en fibra de vidrio, materiales sintéticos y mármol molido, sobre una estructura de hierro. En julio del año 2002 inicia su actividad para el disfrute público Neiva, turistas y visitantes. Sobre El Malecón del Río Magdalena. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Campoalegre,El Patio de La Cerámica,https://huila.travel/inventario/318,Casco urbano,"Cll 23 # 7 - 40, Campoalegre, Huila.",1.3.5,SYTIC HUILA,3157900000,21%,,20%,"Campoalegre, Cll 23 # 7 - 40, Campoalegre, Huila..",(1176 reviews),"Taller y sala de exhibición para la elaboración artesanal de cerámica vitrificada de muy alta calidad, con diseños que expresan valores tradicionales y de la cotidianidad de la vida en el Huila, con un sentido universal y contemporáneo. Los visitantes pueden conocer el proceso de diseño, elaboración del bizcocho o figura básica, la pintura y vitrificación. Recoge valores tradicionales de ladrilleros y ceramistas de la vega de oriente en Campoalegre Cll 23 N 7 - 40, Campoalegre, Huila."
Huila,Neiva,EL TAMAL HUILENSE,https://huila.travel/inventario/29,,,1.6.2,SITYC Huila,0,,,,"Neiva, NA.",(1176 reviews),"El tamal tiene parientes en todas las culturas regionales de Colombia. El huilense se caracteriza por no llevar masa. Es un plato fiestero que se comercializa en los barrios, casas articulares, variada oferta de restaurantes, y lugares que se han popularizado por la venta y consumo de este producto. Es tradicional el consumo del tamal los fines de semana, por ello se dice que en la ciudad de Neiva todos los sábados las calles huelen a tamal. Se acompaña con arepa de maíz sin sal, chocolate con o sin leche, bizcochos de achira y ocasionalmente quesillo. Sus ingredientes bases son presas de res, cerdo y gallina (opcional la costilla de cerdo), tocino en pequeños trozos, huevo, arroz, arvejas verdes secas cocidas, papas cortadas en rodajas, zanahoria en rodajas, cebolla larga, ajos, tomate maduro sin semilla, color, comino, pimienta (al gusto) y el su particular envoltorio (hojas de plátano o bijao). Algunas personas en el Huila les agregan trocitos de longaniza e igualmente omiten el pimentón por considerar que corren mayor riesgo de dañarse rápidamente. Cada familia puede tener su gusto a la hora de elaborar tamales, aunque parezca que se alejen de la receta original. está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,La Argentina,EL VALLE DEL DESENGAÑO,https://huila.travel/inventario/85,VEREDA QUEBRADA NEGRA,,2.2.2,SITYC Huila,0,,,,"La Argentina, NA.",(1176 reviews),"Valle de las Quebradas El Desengaño y Quebrada Negra, donde se unen para formar La Maituna, ubicado en la zona amortiguadora del Parque Natural Regional Serranía de las Minas, en el se conjugandiversidad de paisajes agrícolas y ganaderos con la riqueza natural de sus zonas de bosque en regeneración. Cuenta con una con una alta diversidad de unidades de paisaje, fauna y flora silvestre. En la parte oriental de quebrada negra, se encuentran aterrazamientos artificiales y terraplenes de sitios de habitación de antiguos pobladores y en los bosques, huellas, comederos y lechos de hojas secas del oso andino. Ubicado a 17 Km del casco urbano donde termina la vía a quebrada Negra. El municipio de La Argentina esta ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego."
Huila,Isnos,EL VEGÓN,https://huila.travel/inventario/152,VEREDA GRANADA,VEREDA GRANADA,2.2.5,SITYC Huila,2147480000,,,,"Isnos, VEREDA GRANADA.",(1176 reviews),"Planicie en una ladera sobre el rio Magdalena, con un nacimiento de agua con altos contenidos minerales, cuenta con algunos servicios instalados. Tiene una piscina en piedra, jardines, replicas de estatuaria agustiniana y un bonito paisaje Ubicada a 11 Km del casco urbano del municipio de Isnos, por una vía sin pavimentar que conduce a la vereda la Granada pasando por el Parque Arqueológico Alto de Los ídolos. Isnos, población Localizada a 228 Km de la ciudad de Neiva por un vía pavimentada en muy buen estado, pasando por Pitalito ubicado a 189 Km de Neiva"
Huila,La Argentina,ELABORACION DE TEJIDOS EN LANA,https://huila.travel/inventario/25,,,1.6.11,SITYC Huila,0,,,,"La Argentina, NA.",(1176 reviews),"Elaboración de artículos artesanales de uso en lana virgen, por grupos étnicos asentados en la zona, incluyendo el proceso de esquilado, hilado, y tejido en telar o a dos agujas, se elaboran mochilas, ponchos, ruanas, entre otros artículos; son tinturados en tintillas naturales y llevan simbología de la cultura. Aparecen ya en desfiles de moda del ámbito nacional e internacional y son comercializados en el exterior. El municipio de La Argentina esta ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego."
Huila,Neiva,ELABORACION DEL TRAJE PARA EL BAILE DEL SANJUANERO HUILENSE,https://huila.travel/inventario/62,CASCO URBANO Y ZONA RURAL DEL,,1.6.11,SITYC Huila,0,,,,"Neiva, NA.",(1176 reviews),"El diseño data del año 1960, adoptado por el comité de fiestas de San Pedro, que encabezaba por ese entonces el médico y coplero repentista Miguel Barreto, por las gemelas Alicia y Elvira Ferro. Originalmente elaborado en telas de bajo costo y con hechura muy sencilla, evolucionó en las manos preciosistas de Raquel Castro de Venegas, Olga Venegas de Arce, Judith Venegas de Martínez y Pina Venegas de Torres, hasta convertirse en una obra artística que ha merecido varios premios internacionales. El interés de los espectadores se centra en la falda que guardando la forma básica del traje original, presenta un derroche de creatividad, estética y manejo del color en el fondo, con pinturas en óleo, follaje de plantas de la flora regional, apliques de flores troqueladas y relievadas en seda. Hoy en día es un elemento de orgullo y distinción femenina entre las neivanas y huilenses, en la ciudad se encuentran diversidad de manos proveedoras de este bien, tanto en producción artesanal como alquiler que muy popular en la temporada de fiestas de San Juan y San Pedro en el mes de junio. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Yaguará,Embalse de Betania,https://huila.travel/inventario/225,yaguara,0,41885.1.1.1.5.7.1.5174,SYTIC,0,18%,,20%,"Yaguará, 0.",(1176 reviews),El Embalse de Betania es una obra que se construyó para la generación de energía labores que fueron realizadas entre los años de 1981 y 1987. Es un espejo de agua de aproximadamente 7.400 hectáreas se represaron el Río Magdalena y el Río Yaguará en su desembocadura.Su espejo de agua se utiliza especialmente para actividades recreativas como paseos en lancha o en gusano y la práctica de deportes náuticos como el sky y la natación con aletas. El turismo es una actividad que se activó con el embalse se pueden encontrar cerca de 220 casas campestres y varios establecimientos hoteleros y de restauración. Otras actividades que se generaron y mantuvieron fueron la producción piscícola industrial la pesca artesanal y el riego de explotaciones agrícolas.Yaguará cuenta con el 77% del territorio del embalse 5.722 hectáreas y el resto le corresponde a los municipios de Hobo y Campoalegre.En el embalse se forman algunas islas que hacen parte de la oferta paisajística del recorrido náutico que se ofrece como experiencia turística igual se puede encontrar la Cueva del Amor conformada por la concavidad creada por dos peñas que se puede apreciar cuando el nivel del agua lo permite. Así mismo es un escenario natural de especia de flora y fauna como Lora Real (Amazona Ochrocephala) y la Cotorra Frentirroja (Psittacara Wagleri) bosque seco tropical como ecosistema prioritario de la región. Desde el Parque Central de Yaguará saliendo por la carrera 5 hasta tomando a mano izquierda la calle 1 trayecto de aproximadamente 800 metros se continúa a mano derecha unos 50 metros aproximadamente hasta el malecón y allí se encuentra el puerto y el embalse.
Huila,Garzón,Embalse El Quimbo,https://huila.travel/inventario/242,GARZON,0,41298.1.1.1.5.7.1.5312,SYTIC,0,0%,,0%,"Garzón, 0.",(1176 reviews),El Quimbo es la primera hidroeléctrica del país construida totalmente por el sector privado inscrita en el Plan Maestro de Aprovechamiento del Río Magdalena el cual contempla la configuración de un corredor minero-energético de alcance nacional. Su construcción inició en el año 2010. Es un embalse para la producción de energía eléctrica entre los municipios de Gigante El Agrado Garzón Tesalia Paicol y Altamira cuenta con una área inundada de 8.250 hectáreas. La capacidad instalada de la hidroeléctrica es de 400 megavatios y una generación media de 2.216 gigavatio-hora/año con lo cual abastece cerca del 4% de la demanda energética colombiana. Aunque se creó como un propósito producir energía eléctrica en la actualidad se avanza la aplicación de la licencia para el uso turístico y la piscicultura industrial. El municipio de Garzón cuenta con el 16.76%. Desde el parque principal de Garzón por la glorieta se toma la salida a la izquierda pasando por el terminal de Garzón en dirección a la vía que conduce a Neiva a un kilómetro aproximadamente se encuentra un cruce a mano izquierda hacia el Agrado por 3 kilómetros allí se encuentra ubicado el embalse.
